scene_name,pred_video_num,pred_frame_num,DepthMAE01
coffee_martini,0,0,0.2108
coffee_martini,0,1,0.2106
coffee_martini,0,2,0.2102
coffee_martini,0,3,0.2095
coffee_martini,0,4,0.2086
coffee_martini,0,5,0.2085
coffee_martini,0,6,0.2086
coffee_martini,0,7,0.2082
coffee_martini,0,8,0.2099
coffee_martini,0,9,0.2081
coffee_martini,0,10,0.2081
coffee_martini,0,11,0.2081
coffee_martini,0,12,0.208
coffee_martini,0,13,0.208
coffee_martini,0,14,0.2082
coffee_martini,0,15,0.2084
coffee_martini,0,16,0.2085
coffee_martini,0,17,0.2085
coffee_martini,0,18,0.2087
coffee_martini,0,19,0.2086
coffee_martini,0,20,0.2085
coffee_martini,0,21,0.2086
coffee_martini,0,22,0.2085
coffee_martini,0,23,0.2085
coffee_martini,0,24,0.2086
coffee_martini,0,25,0.2087
coffee_martini,0,26,0.2087
coffee_martini,0,27,0.2085
coffee_martini,0,28,0.2082
coffee_martini,0,29,0.2082
coffee_martini,0,30,0.2082
coffee_martini,0,31,0.2082
coffee_martini,0,32,0.2081
coffee_martini,0,33,0.208
coffee_martini,0,34,0.208
coffee_martini,0,35,0.208
coffee_martini,0,36,0.2079
coffee_martini,0,37,0.2079
coffee_martini,0,38,0.2078
coffee_martini,0,39,0.2078
coffee_martini,0,40,0.2077
coffee_martini,0,41,0.2077
coffee_martini,0,42,0.2077
coffee_martini,0,43,0.2077
coffee_martini,0,44,0.2076
coffee_martini,0,45,0.2077
coffee_martini,0,46,0.2078
coffee_martini,0,47,0.2077
coffee_martini,0,48,0.208
coffee_martini,0,49,0.2081
coffee_martini,0,50,0.2082
coffee_martini,0,51,0.2081
coffee_martini,0,52,0.208
coffee_martini,0,53,0.208
coffee_martini,0,54,0.208
coffee_martini,0,55,0.2079
coffee_martini,0,56,0.2079
coffee_martini,0,57,0.2078
coffee_martini,0,58,0.2078
coffee_martini,0,59,0.2078
coffee_martini,0,60,0.2079
coffee_martini,0,61,0.208
coffee_martini,0,62,0.208
coffee_martini,0,63,0.208
coffee_martini,0,64,0.2079
coffee_martini,0,65,0.2079
coffee_martini,0,66,0.2079
coffee_martini,0,67,0.2078
coffee_martini,0,68,0.2078
coffee_martini,0,69,0.2078
coffee_martini,0,70,0.2078
coffee_martini,0,71,0.2078
coffee_martini,0,72,0.2078
coffee_martini,0,73,0.2078
coffee_martini,0,74,0.2078
coffee_martini,0,75,0.2078
coffee_martini,0,76,0.2078
coffee_martini,0,77,0.2078
coffee_martini,0,78,0.208
coffee_martini,0,79,0.2081
coffee_martini,0,80,0.208
coffee_martini,0,81,0.208
coffee_martini,0,82,0.2079
coffee_martini,0,83,0.2079
coffee_martini,0,84,0.2078
coffee_martini,0,85,0.2077
coffee_martini,0,86,0.2078
coffee_martini,0,87,0.2079
coffee_martini,0,88,0.2078
coffee_martini,0,89,0.2078
coffee_martini,0,90,0.2078
coffee_martini,0,91,0.2079
coffee_martini,0,92,0.2078
coffee_martini,0,93,0.2078
coffee_martini,0,94,0.2078
coffee_martini,0,95,0.2079
coffee_martini,0,96,0.2078
coffee_martini,0,97,0.2078
coffee_martini,0,98,0.2078
coffee_martini,0,99,0.2078
coffee_martini,0,100,0.2077
coffee_martini,0,101,0.2076
coffee_martini,0,102,0.2077
coffee_martini,0,103,0.2078
coffee_martini,0,104,0.2077
coffee_martini,0,105,0.2077
coffee_martini,0,106,0.2081
coffee_martini,0,107,0.2082
coffee_martini,0,108,0.2084
coffee_martini,0,109,0.2081
coffee_martini,0,110,0.2078
coffee_martini,0,111,0.2081
coffee_martini,0,112,0.2094
coffee_martini,0,113,0.21
coffee_martini,0,114,0.21
coffee_martini,0,115,0.2089
coffee_martini,0,116,0.2086
coffee_martini,0,117,0.2104
coffee_martini,0,118,0.2108
coffee_martini,0,119,0.2109
coffee_martini,0,120,0.2099
coffee_martini,0,121,0.2099
coffee_martini,0,122,0.2107
coffee_martini,0,123,0.211
coffee_martini,0,124,0.211
coffee_martini,0,125,0.2109
coffee_martini,0,126,0.2108
coffee_martini,0,127,0.2108
coffee_martini,0,128,0.2108
coffee_martini,0,129,0.2106
coffee_martini,0,130,0.2107
coffee_martini,0,131,0.211
coffee_martini,0,132,0.211
coffee_martini,0,133,0.2107
coffee_martini,0,134,0.2109
coffee_martini,0,135,0.2108
coffee_martini,0,136,0.211
coffee_martini,0,137,0.2108
coffee_martini,0,138,0.2109
coffee_martini,0,139,0.2108
coffee_martini,0,140,0.2109
coffee_martini,0,141,0.2107
coffee_martini,0,142,0.2109
coffee_martini,0,143,0.2108
coffee_martini,0,144,0.211
coffee_martini,0,145,0.2107
coffee_martini,0,146,0.2107
coffee_martini,0,147,0.2106
coffee_martini,0,148,0.2104
coffee_martini,0,149,0.2102
coffee_martini,0,150,0.2102
coffee_martini,0,151,0.2101
coffee_martini,0,152,0.2102
coffee_martini,0,153,0.2101
coffee_martini,0,154,0.2101
coffee_martini,0,155,0.2101
coffee_martini,0,156,0.2102
coffee_martini,0,157,0.2105
coffee_martini,0,158,0.2106
coffee_martini,0,159,0.211
coffee_martini,0,160,0.2112
coffee_martini,0,161,0.2109
coffee_martini,0,162,0.2111
coffee_martini,0,163,0.2112
coffee_martini,0,164,0.2112
coffee_martini,0,165,0.2112
coffee_martini,0,166,0.2112
coffee_martini,0,167,0.2108
coffee_martini,0,168,0.2088
coffee_martini,0,169,0.2088
coffee_martini,0,170,0.209
coffee_martini,0,171,0.209
coffee_martini,0,172,0.2113
coffee_martini,0,173,0.2113
coffee_martini,0,174,0.2109
coffee_martini,0,175,0.2111
coffee_martini,0,176,0.2112
coffee_martini,0,177,0.2111
coffee_martini,0,178,0.2109
coffee_martini,0,179,0.2109
coffee_martini,0,180,0.211
coffee_martini,0,181,0.211
coffee_martini,0,182,0.211
coffee_martini,0,183,0.211
coffee_martini,0,184,0.211
coffee_martini,0,185,0.211
coffee_martini,0,186,0.2111
coffee_martini,0,187,0.2111
coffee_martini,0,188,0.211
coffee_martini,0,189,0.2108
coffee_martini,0,190,0.2106
coffee_martini,0,191,0.2106
coffee_martini,0,192,0.2106
coffee_martini,0,193,0.2107
coffee_martini,0,194,0.2108
coffee_martini,0,195,0.2107
coffee_martini,0,196,0.2107
coffee_martini,0,197,0.2109
coffee_martini,0,198,0.2109
coffee_martini,0,199,0.2109
coffee_martini,0,200,0.211
coffee_martini,0,201,0.2111
coffee_martini,0,202,0.2088
coffee_martini,0,203,0.2088
coffee_martini,0,204,0.2088
coffee_martini,0,205,0.2087
coffee_martini,0,206,0.2085
coffee_martini,0,207,0.2085
coffee_martini,0,208,0.2085
coffee_martini,0,209,0.2083
coffee_martini,0,210,0.2083
coffee_martini,0,211,0.2082
coffee_martini,0,212,0.2082
coffee_martini,0,213,0.2083
coffee_martini,0,214,0.2081
coffee_martini,0,215,0.2082
coffee_martini,0,216,0.2082
coffee_martini,0,217,0.2082
coffee_martini,0,218,0.2081
coffee_martini,0,219,0.2081
coffee_martini,0,220,0.2081
coffee_martini,0,221,0.2082
coffee_martini,0,222,0.2082
coffee_martini,0,223,0.2084
coffee_martini,0,224,0.2084
coffee_martini,0,225,0.2084
coffee_martini,0,226,0.2084
coffee_martini,0,227,0.2084
coffee_martini,0,228,0.2084
coffee_martini,0,229,0.2084
coffee_martini,0,230,0.2084
coffee_martini,0,231,0.2085
coffee_martini,0,232,0.2085
coffee_martini,0,233,0.2086
coffee_martini,0,234,0.2087
coffee_martini,0,235,0.2088
coffee_martini,0,236,0.2087
coffee_martini,0,237,0.2088
coffee_martini,0,238,0.2088
coffee_martini,0,239,0.2088
coffee_martini,0,240,0.209
coffee_martini,0,241,0.2109
coffee_martini,0,242,0.2109
coffee_martini,0,243,0.2104
coffee_martini,0,244,0.2091
coffee_martini,0,245,0.2098
coffee_martini,0,246,0.2117
coffee_martini,0,247,0.2118
coffee_martini,0,248,0.2115
coffee_martini,0,249,0.2115
coffee_martini,0,250,0.2121
coffee_martini,0,251,0.2125
coffee_martini,0,252,0.2121
coffee_martini,0,253,0.2103
coffee_martini,0,254,0.2121
coffee_martini,0,255,0.2123
coffee_martini,0,256,0.2126
coffee_martini,0,257,0.2124
coffee_martini,0,258,0.2122
coffee_martini,0,259,0.2123
coffee_martini,0,260,0.2123
coffee_martini,0,261,0.2123
coffee_martini,0,262,0.2123
coffee_martini,0,263,0.2121
coffee_martini,0,264,0.2119
coffee_martini,0,265,0.2119
coffee_martini,0,266,0.2101
coffee_martini,0,267,0.2092
coffee_martini,0,268,0.2093
coffee_martini,0,269,0.2104
coffee_martini,0,270,0.2107
coffee_martini,0,271,0.2118
coffee_martini,0,272,0.2119
coffee_martini,0,273,0.2122
coffee_martini,0,274,0.212
coffee_martini,0,275,0.2121
coffee_martini,0,276,0.212
coffee_martini,0,277,0.2119
coffee_martini,0,278,0.2113
coffee_martini,0,279,0.2109
coffee_martini,0,280,0.2114
coffee_martini,0,281,0.2113
coffee_martini,0,282,0.2089
coffee_martini,0,283,0.209
coffee_martini,0,284,0.209
coffee_martini,0,285,0.2091
coffee_martini,0,286,0.2092
coffee_martini,0,287,0.2093
coffee_martini,0,288,0.2094
coffee_martini,0,289,0.2095
coffee_martini,0,290,0.2096
coffee_martini,0,291,0.2099
coffee_martini,0,292,0.2099
coffee_martini,0,293,0.21
coffee_martini,0,294,0.2101
coffee_martini,0,295,0.2104
coffee_martini,0,296,0.2105
coffee_martini,0,297,0.2107
coffee_martini,0,298,0.2105
coffee_martini,0,299,0.2104
cook_spinach,0,0,0.1604
cook_spinach,0,1,0.1604
cook_spinach,0,2,0.1605
cook_spinach,0,3,0.1608
cook_spinach,0,4,0.1612
cook_spinach,0,5,0.1611
cook_spinach,0,6,0.1605
cook_spinach,0,7,0.1601
cook_spinach,0,8,0.1603
cook_spinach,0,9,0.1602
cook_spinach,0,10,0.1607
cook_spinach,0,11,0.1605
cook_spinach,0,12,0.1596
cook_spinach,0,13,0.1607
cook_spinach,0,14,0.1604
cook_spinach,0,15,0.1605
cook_spinach,0,16,0.1604
cook_spinach,0,17,0.16
cook_spinach,0,18,0.1595
cook_spinach,0,19,0.1594
cook_spinach,0,20,0.1594
cook_spinach,0,21,0.1595
cook_spinach,0,22,0.1594
cook_spinach,0,23,0.1592
cook_spinach,0,24,0.1599
cook_spinach,0,25,0.1612
cook_spinach,0,26,0.1608
cook_spinach,0,27,0.1608
cook_spinach,0,28,0.1608
cook_spinach,0,29,0.1609
cook_spinach,0,30,0.1608
cook_spinach,0,31,0.1607
cook_spinach,0,32,0.1593
cook_spinach,0,33,0.1588
cook_spinach,0,34,0.1591
cook_spinach,0,35,0.1592
cook_spinach,0,36,0.1593
cook_spinach,0,37,0.1592
cook_spinach,0,38,0.1593
cook_spinach,0,39,0.1593
cook_spinach,0,40,0.1592
cook_spinach,0,41,0.1589
cook_spinach,0,42,0.1603
cook_spinach,0,43,0.1603
cook_spinach,0,44,0.1604
cook_spinach,0,45,0.1601
cook_spinach,0,46,0.16
cook_spinach,0,47,0.16
cook_spinach,0,48,0.1601
cook_spinach,0,49,0.1602
cook_spinach,0,50,0.1603
cook_spinach,0,51,0.1603
cook_spinach,0,52,0.1603
cook_spinach,0,53,0.1602
cook_spinach,0,54,0.1603
cook_spinach,0,55,0.1602
cook_spinach,0,56,0.1601
cook_spinach,0,57,0.1601
cook_spinach,0,58,0.1604
cook_spinach,0,59,0.1606
cook_spinach,0,60,0.1606
cook_spinach,0,61,0.1607
cook_spinach,0,62,0.1606
cook_spinach,0,63,0.1607
cook_spinach,0,64,0.1607
cook_spinach,0,65,0.1609
cook_spinach,0,66,0.1609
cook_spinach,0,67,0.161
cook_spinach,0,68,0.161
cook_spinach,0,69,0.161
cook_spinach,0,70,0.161
cook_spinach,0,71,0.161
cook_spinach,0,72,0.1609
cook_spinach,0,73,0.1609
cook_spinach,0,74,0.161
cook_spinach,0,75,0.1611
cook_spinach,0,76,0.161
cook_spinach,0,77,0.1612
cook_spinach,0,78,0.1613
cook_spinach,0,79,0.1605
cook_spinach,0,80,0.161
cook_spinach,0,81,0.161
cook_spinach,0,82,0.1608
cook_spinach,0,83,0.1606
cook_spinach,0,84,0.1604
cook_spinach,0,85,0.1598
cook_spinach,0,86,0.1594
cook_spinach,0,87,0.1594
cook_spinach,0,88,0.1593
cook_spinach,0,89,0.1593
cook_spinach,0,90,0.1593
cook_spinach,0,91,0.1591
cook_spinach,0,92,0.1606
cook_spinach,0,93,0.1608
cook_spinach,0,94,0.1608
cook_spinach,0,95,0.1607
cook_spinach,0,96,0.1606
cook_spinach,0,97,0.1603
cook_spinach,0,98,0.1603
cook_spinach,0,99,0.1603
cook_spinach,0,100,0.1606
cook_spinach,0,101,0.1608
cook_spinach,0,102,0.161
cook_spinach,0,103,0.161
cook_spinach,0,104,0.161
cook_spinach,0,105,0.1606
cook_spinach,0,106,0.161
cook_spinach,0,107,0.161
cook_spinach,0,108,0.1611
cook_spinach,0,109,0.1611
cook_spinach,0,110,0.161
cook_spinach,0,111,0.1615
cook_spinach,0,112,0.1616
cook_spinach,0,113,0.1609
cook_spinach,0,114,0.1614
cook_spinach,0,115,0.1597
cook_spinach,0,116,0.1612
cook_spinach,0,117,0.161
cook_spinach,0,118,0.1611
cook_spinach,0,119,0.1606
cook_spinach,0,120,0.1602
cook_spinach,0,121,0.1608
cook_spinach,0,122,0.161
cook_spinach,0,123,0.1601
cook_spinach,0,124,0.1606
cook_spinach,0,125,0.1605
cook_spinach,0,126,0.1603
cook_spinach,0,127,0.1602
cook_spinach,0,128,0.1607
cook_spinach,0,129,0.1608
cook_spinach,0,130,0.1598
cook_spinach,0,131,0.1597
cook_spinach,0,132,0.1599
cook_spinach,0,133,0.1597
cook_spinach,0,134,0.1602
cook_spinach,0,135,0.1602
cook_spinach,0,136,0.1602
cook_spinach,0,137,0.1601
cook_spinach,0,138,0.1603
cook_spinach,0,139,0.1603
cook_spinach,0,140,0.1602
cook_spinach,0,141,0.1605
cook_spinach,0,142,0.1602
cook_spinach,0,143,0.1605
cook_spinach,0,144,0.1604
cook_spinach,0,145,0.1599
cook_spinach,0,146,0.1599
cook_spinach,0,147,0.16
cook_spinach,0,148,0.1601
cook_spinach,0,149,0.1603
cook_spinach,0,150,0.1603
cook_spinach,0,151,0.1602
cook_spinach,0,152,0.1603
cook_spinach,0,153,0.1604
cook_spinach,0,154,0.1603
cook_spinach,0,155,0.1602
cook_spinach,0,156,0.1607
cook_spinach,0,157,0.1602
cook_spinach,0,158,0.1606
cook_spinach,0,159,0.1604
cook_spinach,0,160,0.1605
cook_spinach,0,161,0.1604
cook_spinach,0,162,0.1604
cook_spinach,0,163,0.1612
cook_spinach,0,164,0.161
cook_spinach,0,165,0.1611
cook_spinach,0,166,0.1614
cook_spinach,0,167,0.1616
cook_spinach,0,168,0.1615
cook_spinach,0,169,0.1603
cook_spinach,0,170,0.1602
cook_spinach,0,171,0.1597
cook_spinach,0,172,0.1607
cook_spinach,0,173,0.1607
cook_spinach,0,174,0.1607
cook_spinach,0,175,0.1601
cook_spinach,0,176,0.1597
cook_spinach,0,177,0.1601
cook_spinach,0,178,0.1611
cook_spinach,0,179,0.1611
cook_spinach,0,180,0.1612
cook_spinach,0,181,0.1605
cook_spinach,0,182,0.1614
cook_spinach,0,183,0.1613
cook_spinach,0,184,0.1614
cook_spinach,0,185,0.1612
cook_spinach,0,186,0.1612
cook_spinach,0,187,0.1595
cook_spinach,0,188,0.16
cook_spinach,0,189,0.159
cook_spinach,0,190,0.1599
cook_spinach,0,191,0.16
cook_spinach,0,192,0.1601
cook_spinach,0,193,0.1599
cook_spinach,0,194,0.16
cook_spinach,0,195,0.1599
cook_spinach,0,196,0.1597
cook_spinach,0,197,0.1595
cook_spinach,0,198,0.1593
cook_spinach,0,199,0.159
cook_spinach,0,200,0.1585
cook_spinach,0,201,0.1595
cook_spinach,0,202,0.1603
cook_spinach,0,203,0.1605
cook_spinach,0,204,0.1602
cook_spinach,0,205,0.1602
cook_spinach,0,206,0.1598
cook_spinach,0,207,0.1593
cook_spinach,0,208,0.1612
cook_spinach,0,209,0.1612
cook_spinach,0,210,0.161
cook_spinach,0,211,0.1608
cook_spinach,0,212,0.1606
cook_spinach,0,213,0.1606
cook_spinach,0,214,0.1605
cook_spinach,0,215,0.1605
cook_spinach,0,216,0.159
cook_spinach,0,217,0.1593
cook_spinach,0,218,0.1594
cook_spinach,0,219,0.1594
cook_spinach,0,220,0.1592
cook_spinach,0,221,0.1592
cook_spinach,0,222,0.1595
cook_spinach,0,223,0.1596
cook_spinach,0,224,0.1594
cook_spinach,0,225,0.1594
cook_spinach,0,226,0.1592
cook_spinach,0,227,0.159
cook_spinach,0,228,0.159
cook_spinach,0,229,0.1591
cook_spinach,0,230,0.159
cook_spinach,0,231,0.1589
cook_spinach,0,232,0.1585
cook_spinach,0,233,0.1582
cook_spinach,0,234,0.1581
cook_spinach,0,235,0.1581
cook_spinach,0,236,0.1581
cook_spinach,0,237,0.1582
cook_spinach,0,238,0.158
cook_spinach,0,239,0.158
cook_spinach,0,240,0.158
cook_spinach,0,241,0.1599
cook_spinach,0,242,0.1601
cook_spinach,0,243,0.1603
cook_spinach,0,244,0.1605
cook_spinach,0,245,0.1607
cook_spinach,0,246,0.1592
cook_spinach,0,247,0.1596
cook_spinach,0,248,0.1596
cook_spinach,0,249,0.1597
cook_spinach,0,250,0.1596
cook_spinach,0,251,0.1597
cook_spinach,0,252,0.1601
cook_spinach,0,253,0.1604
cook_spinach,0,254,0.1605
cook_spinach,0,255,0.1606
cook_spinach,0,256,0.1607
cook_spinach,0,257,0.1607
cook_spinach,0,258,0.1607
cook_spinach,0,259,0.161
cook_spinach,0,260,0.1611
cook_spinach,0,261,0.1611
cook_spinach,0,262,0.1609
cook_spinach,0,263,0.1608
cook_spinach,0,264,0.1607
cook_spinach,0,265,0.1606
cook_spinach,0,266,0.1597
cook_spinach,0,267,0.1601
cook_spinach,0,268,0.1601
cook_spinach,0,269,0.1601
cook_spinach,0,270,0.1599
cook_spinach,0,271,0.16
cook_spinach,0,272,0.16
cook_spinach,0,273,0.1599
cook_spinach,0,274,0.1599
cook_spinach,0,275,0.1599
cook_spinach,0,276,0.1599
cook_spinach,0,277,0.1598
cook_spinach,0,278,0.1597
cook_spinach,0,279,0.1594
cook_spinach,0,280,0.1593
cook_spinach,0,281,0.1591
cook_spinach,0,282,0.1591
cook_spinach,0,283,0.1591
cook_spinach,0,284,0.1591
cook_spinach,0,285,0.159
cook_spinach,0,286,0.1588
cook_spinach,0,287,0.1586
cook_spinach,0,288,0.1579
cook_spinach,0,289,0.1592
cook_spinach,0,290,0.1591
cook_spinach,0,291,0.1589
cook_spinach,0,292,0.1588
cook_spinach,0,293,0.1588
cook_spinach,0,294,0.1573
