scene_name,pred_video_num,pred_frame_num,DepthRMSE02
Birthday,5,0,0.2495
Birthday,5,1,0.2471
Birthday,5,2,0.2468
Birthday,5,3,0.2465
Birthday,5,4,0.2463
Birthday,5,5,0.2461
Birthday,5,6,0.2462
Birthday,5,7,0.246
Birthday,5,8,0.2459
Birthday,5,9,0.2457
Birthday,5,10,0.2466
Birthday,5,11,0.2461
Birthday,5,12,0.2457
Birthday,5,13,0.2456
Birthday,5,14,0.2459
Birthday,5,15,0.2458
Birthday,5,16,0.2456
Birthday,5,17,0.2453
Birthday,5,18,0.2452
Birthday,5,19,0.2467
Birthday,5,20,0.247
Birthday,5,21,0.2464
Birthday,5,22,0.2464
Birthday,5,23,0.2455
Birthday,5,24,0.244
Birthday,5,25,0.2445
Birthday,5,26,0.245
Birthday,5,27,0.2443
Birthday,5,28,0.2439
Birthday,5,29,0.2444
Birthday,5,30,0.2445
Birthday,5,31,0.2443
Birthday,5,32,0.243
Birthday,5,33,0.2429
Birthday,5,34,0.2428
Birthday,5,35,0.243
Birthday,5,36,0.243
Birthday,5,37,0.2431
Birthday,5,38,0.2429
Birthday,5,39,0.2429
Birthday,5,40,0.2428
Birthday,5,41,0.2427
Birthday,5,42,0.2429
Birthday,5,43,0.2429
Birthday,5,44,0.2436
Birthday,5,45,0.2436
Birthday,5,46,0.2434
Birthday,5,47,0.2424
Birthday,5,48,0.2435
Birthday,5,49,0.2436
Birthday,5,50,0.2441
Birthday,5,51,0.2441
Birthday,5,52,0.244
Birthday,5,53,0.2434
Birthday,5,54,0.2433
Birthday,5,55,0.2439
Birthday,5,56,0.2437
Birthday,5,57,0.2439
Birthday,5,58,0.2434
Birthday,5,59,0.2426
Birthday,5,60,0.2418
Birthday,5,61,0.2412
Birthday,5,62,0.2406
Birthday,5,63,0.2404
Birthday,5,64,0.2403
Birthday,5,65,0.2399
Birthday,5,66,0.2392
Birthday,5,67,0.2382
Birthday,5,68,0.2368
Birthday,5,69,0.236
Birthday,5,70,0.2337
Birthday,5,71,0.2331
Birthday,5,72,0.232
Birthday,5,73,0.2321
Birthday,5,74,0.2323
Birthday,5,75,0.2318
Birthday,5,76,0.2314
Birthday,5,77,0.2311
Birthday,5,78,0.2301
Birthday,5,79,0.2268
Birthday,5,80,0.2252
Birthday,5,81,0.2239
Birthday,5,82,0.2224
Birthday,5,83,0.2214
Birthday,5,84,0.2207
Birthday,5,85,0.2205
Birthday,5,86,0.2195
Birthday,5,87,0.2188
Birthday,5,88,0.2179
Birthday,5,89,0.2174
Birthday,5,90,0.2173
Birthday,5,91,0.2164
Birthday,5,92,0.215
Birthday,5,93,0.215
Birthday,5,94,0.2162
Birthday,5,95,0.2158
Birthday,5,96,0.2156
Birthday,5,97,0.2161
Birthday,5,98,0.2164
Birthday,5,99,0.2169
Birthday,5,100,0.2167
Birthday,5,101,0.2182
Birthday,5,102,0.22
Birthday,5,103,0.2214
Birthday,5,104,0.2212
Birthday,5,105,0.2214
Birthday,5,106,0.2213
Birthday,5,107,0.2218
Birthday,5,108,0.2224
Birthday,5,109,0.2229
Birthday,5,110,0.2239
Birthday,5,111,0.2253
Birthday,5,112,0.227
Birthday,5,113,0.2282
Birthday,5,114,0.2289
Birthday,5,115,0.2296
Birthday,5,116,0.2293
Birthday,5,117,0.2301
Birthday,5,118,0.2303
Birthday,5,119,0.2305
Birthday,5,120,0.2309
Birthday,5,121,0.2301
Birthday,5,122,0.2293
Birthday,5,123,0.23
Birthday,5,124,0.2299
Birthday,5,125,0.2304
Birthday,5,126,0.231
Birthday,5,127,0.2316
Birthday,5,128,0.2321
Birthday,5,129,0.2332
Birthday,5,130,0.2329
Birthday,5,131,0.2332
Birthday,5,132,0.2347
Birthday,5,133,0.2353
Birthday,5,134,0.2348
Birthday,5,135,0.2356
Birthday,5,136,0.2359
Birthday,5,137,0.2362
Birthday,5,138,0.2368
Birthday,5,139,0.2379
Birthday,5,140,0.2385
Birthday,5,141,0.239
Birthday,5,142,0.2391
Birthday,5,143,0.2391
Birthday,5,144,0.2397
Birthday,5,145,0.2399
Birthday,5,146,0.2399
Birthday,5,147,0.2401
Birthday,5,148,0.2405
Birthday,5,149,0.2409
Birthday,5,150,0.2411
Birthday,5,151,0.2411
Birthday,5,152,0.2413
Birthday,5,153,0.241
Birthday,5,154,0.2413
Birthday,5,155,0.2415
Birthday,5,156,0.2417
Birthday,5,157,0.2417
Birthday,5,158,0.2419
Birthday,5,159,0.2419
Birthday,5,160,0.2421
Birthday,5,161,0.2421
Birthday,5,162,0.2422
Birthday,5,163,0.2422
Birthday,5,164,0.2424
Birthday,5,165,0.2424
Birthday,5,166,0.2425
Birthday,5,167,0.2421
Birthday,5,168,0.2432
Birthday,5,169,0.2436
Birthday,5,170,0.2436
Birthday,5,171,0.2439
Birthday,5,172,0.244
Birthday,5,173,0.2441
Birthday,5,174,0.2441
Birthday,5,175,0.2441
Birthday,5,176,0.2437
Birthday,5,177,0.2438
Birthday,5,178,0.2441
Birthday,5,179,0.2444
Birthday,5,180,0.2441
Birthday,5,181,0.2447
Birthday,5,182,0.2446
Birthday,5,183,0.2449
Birthday,5,184,0.245
Birthday,5,185,0.245
Birthday,5,186,0.2451
Birthday,5,187,0.2451
Birthday,5,188,0.2449
Birthday,5,189,0.2446
Birthday,5,190,0.2445
Birthday,5,191,0.2444
Birthday,5,192,0.2444
Birthday,5,193,0.2446
Birthday,5,194,0.2446
Birthday,5,195,0.2443
Birthday,5,196,0.2435
Birthday,5,197,0.2439
Birthday,5,198,0.2439
Birthday,5,199,0.2439
Birthday,5,200,0.2443
Birthday,5,201,0.2442
Birthday,5,202,0.2439
Birthday,5,203,0.2432
Birthday,5,204,0.2427
Birthday,5,205,0.2425
Birthday,5,206,0.2426
Birthday,5,207,0.2422
Birthday,5,208,0.2422
Birthday,5,209,0.2422
Birthday,5,210,0.2426
Birthday,5,211,0.2419
Birthday,5,212,0.2422
Birthday,5,213,0.2412
Birthday,5,214,0.2418
Birthday,5,215,0.2416
Birthday,5,216,0.2414
Birthday,5,217,0.2412
Birthday,5,218,0.2409
Birthday,5,219,0.2405
Birthday,5,220,0.239
Birthday,5,221,0.2377
Birthday,5,222,0.238
Birthday,5,223,0.2373
Birthday,5,224,0.2366
Birthday,5,225,0.2352
Birthday,5,226,0.2328
Birthday,5,227,0.2299
Birthday,5,228,0.2263
Birthday,5,229,0.2236
Birthday,5,230,0.2208
Birthday,5,231,0.2195
Birthday,5,232,0.219
Birthday,5,233,0.2182
Birthday,5,234,0.2176
Birthday,5,235,0.2173
Birthday,5,236,0.217
Birthday,5,237,0.2168
Birthday,5,238,0.2164
Birthday,5,239,0.2165
Birthday,5,240,0.2167
Birthday,5,241,0.2164
Birthday,5,242,0.2157
Birthday,5,243,0.2158
Birthday,5,244,0.2156
Birthday,5,245,0.2154
Birthday,5,246,0.2152
Birthday,5,247,0.2148
Birthday,5,248,0.2147
Birthday,5,249,0.2144
Birthday,5,250,0.2144
Birthday,5,251,0.2146
Birthday,5,252,0.2153
Birthday,5,253,0.2156
Birthday,5,254,0.2156
Birthday,5,255,0.2151
Birthday,5,256,0.2154
Birthday,5,257,0.2158
Birthday,5,258,0.2167
Birthday,5,259,0.217
Birthday,5,260,0.2177
Birthday,5,261,0.2184
Birthday,5,262,0.2191
Birthday,5,263,0.2199
Birthday,5,264,0.2206
Birthday,5,265,0.2219
Birthday,5,266,0.2233
Birthday,5,267,0.2246
Birthday,5,268,0.2262
Birthday,5,269,0.2281
Birthday,5,270,0.2284
Birthday,5,271,0.2288
Birthday,5,272,0.2301
Birthday,5,273,0.2319
Birthday,5,274,0.2335
Birthday,5,275,0.2352
Birthday,5,276,0.2372
Birthday,5,277,0.2393
Birthday,5,278,0.2388
Birthday,5,279,0.2399
Birthday,5,280,0.2411
Birthday,5,281,0.2423
Birthday,5,282,0.2427
Birthday,5,283,0.2439
Birthday,5,284,0.2445
Birthday,5,285,0.2433
Birthday,5,286,0.2435
Birthday,5,287,0.2437
Birthday,5,288,0.2451
Birthday,5,289,0.2446
Birthday,5,290,0.2446
Birthday,5,291,0.2442
Birthday,5,292,0.2416
Birthday,5,293,0.2435
Birthday,5,294,0.2437
Birthday,5,295,0.2439
Birthday,5,296,0.2423
Birthday,5,297,0.2436
Birthday,5,298,0.2435
Birthday,5,299,0.244
Painter,5,0,0.3128
Painter,5,1,0.313
Painter,5,2,0.3141
Painter,5,3,0.3144
Painter,5,4,0.3147
Painter,5,5,0.3147
Painter,5,6,0.315
Painter,5,7,0.3148
Painter,5,8,0.3144
Painter,5,9,0.3147
Painter,5,10,0.3155
Painter,5,11,0.3161
Painter,5,12,0.3164
Painter,5,13,0.3163
Painter,5,14,0.317
Painter,5,15,0.3173
Painter,5,16,0.318
Painter,5,17,0.3173
Painter,5,18,0.3175
Painter,5,19,0.3173
Painter,5,20,0.3168
Painter,5,21,0.3153
Painter,5,22,0.3144
Painter,5,23,0.3136
Painter,5,24,0.3127
Painter,5,25,0.3113
Painter,5,26,0.3109
Painter,5,27,0.3095
Painter,5,28,0.3098
Painter,5,29,0.3089
Painter,5,30,0.3075
Painter,5,31,0.3054
Painter,5,32,0.3058
Painter,5,33,0.3041
Painter,5,34,0.304
Painter,5,35,0.3033
Painter,5,36,0.3025
Painter,5,37,0.3009
Painter,5,38,0.2997
Painter,5,39,0.2979
Painter,5,40,0.3008
Painter,5,41,0.3016
Painter,5,42,0.3009
Painter,5,43,0.3005
Painter,5,44,0.2991
Painter,5,45,0.2989
Painter,5,46,0.2988
Painter,5,47,0.2978
Painter,5,48,0.2993
Painter,5,49,0.297
Painter,5,50,0.2971
Painter,5,51,0.2964
Painter,5,52,0.2961
Painter,5,53,0.2954
Painter,5,54,0.2952
Painter,5,55,0.2951
Painter,5,56,0.2951
Painter,5,57,0.2953
Painter,5,58,0.2953
Painter,5,59,0.2951
Painter,5,60,0.2947
Painter,5,61,0.2951
Painter,5,62,0.2954
Painter,5,63,0.2957
Painter,5,64,0.296
Painter,5,65,0.2972
Painter,5,66,0.297
Painter,5,67,0.2983
Painter,5,68,0.2977
Painter,5,69,0.2993
Painter,5,70,0.2985
Painter,5,71,0.2986
Painter,5,72,0.2991
Painter,5,73,0.3003
Painter,5,74,0.3004
Painter,5,75,0.3006
Painter,5,76,0.3006
Painter,5,77,0.3004
Painter,5,78,0.301
Painter,5,79,0.301
Painter,5,80,0.3007
Painter,5,81,0.3002
Painter,5,82,0.3004
Painter,5,83,0.3006
Painter,5,84,0.3001
Painter,5,85,0.2999
Painter,5,86,0.3012
Painter,5,87,0.3015
Painter,5,88,0.3018
Painter,5,89,0.3017
Painter,5,90,0.3019
Painter,5,91,0.3017
Painter,5,92,0.302
Painter,5,93,0.3019
Painter,5,94,0.3019
Painter,5,95,0.3016
Painter,5,96,0.301
Painter,5,97,0.3006
Painter,5,98,0.3011
Painter,5,99,0.3013
Painter,5,100,0.3013
Painter,5,101,0.3013
Painter,5,102,0.3015
Painter,5,103,0.3017
Painter,5,104,0.3017
Painter,5,105,0.3015
Painter,5,106,0.3019
Painter,5,107,0.3018
Painter,5,108,0.3017
Painter,5,109,0.3016
Painter,5,110,0.302
Painter,5,111,0.3017
Painter,5,112,0.3018
Painter,5,113,0.3011
Painter,5,114,0.3009
Painter,5,115,0.3009
Painter,5,116,0.3009
Painter,5,117,0.3009
Painter,5,118,0.3011
Painter,5,119,0.3011
Painter,5,120,0.301
Painter,5,121,0.3011
Painter,5,122,0.3012
Painter,5,123,0.3012
Painter,5,124,0.3013
Painter,5,125,0.3012
Painter,5,126,0.3011
Painter,5,127,0.3012
Painter,5,128,0.3011
Painter,5,129,0.3017
Painter,5,130,0.3023
Painter,5,131,0.3022
Painter,5,132,0.3022
Painter,5,133,0.3022
Painter,5,134,0.3025
Painter,5,135,0.3024
Painter,5,136,0.3023
Painter,5,137,0.3025
Painter,5,138,0.3024
Painter,5,139,0.3026
Painter,5,140,0.3023
Painter,5,141,0.3027
Painter,5,142,0.3027
Painter,5,143,0.3029
Painter,5,144,0.3027
Painter,5,145,0.3029
Painter,5,146,0.3029
Painter,5,147,0.3031
Painter,5,148,0.3027
Painter,5,149,0.3031
Painter,5,150,0.303
Painter,5,151,0.3032
Painter,5,152,0.3028
Painter,5,153,0.303
Painter,5,154,0.3029
Painter,5,155,0.3033
Painter,5,156,0.3037
Painter,5,157,0.3038
Painter,5,158,0.3042
Painter,5,159,0.3041
Painter,5,160,0.3041
Painter,5,161,0.3039
Painter,5,162,0.304
Painter,5,163,0.3038
Painter,5,164,0.3041
Painter,5,165,0.3039
Painter,5,166,0.3037
Painter,5,167,0.3031
Painter,5,168,0.3032
Painter,5,169,0.3026
Painter,5,170,0.3023
Painter,5,171,0.3009
Painter,5,172,0.301
Painter,5,173,0.3004
Painter,5,174,0.2997
Painter,5,175,0.2998
Painter,5,176,0.2991
Painter,5,177,0.2991
Painter,5,178,0.299
Painter,5,179,0.2975
Painter,5,180,0.2982
Painter,5,181,0.298
Painter,5,182,0.2979
Painter,5,183,0.2967
Painter,5,184,0.2961
Painter,5,185,0.2957
Painter,5,186,0.2956
Painter,5,187,0.2952
Painter,5,188,0.2955
Painter,5,189,0.296
Painter,5,190,0.2962
Painter,5,191,0.2962
Painter,5,192,0.2968
Painter,5,193,0.2967
Painter,5,194,0.2969
Painter,5,195,0.2968
Painter,5,196,0.297
Painter,5,197,0.2969
Painter,5,198,0.297
Painter,5,199,0.2968
Painter,5,200,0.2966
Painter,5,201,0.2959
Painter,5,202,0.2958
Painter,5,203,0.2956
Painter,5,204,0.2956
Painter,5,205,0.2957
Painter,5,206,0.2957
Painter,5,207,0.2958
Painter,5,208,0.2957
Painter,5,209,0.2957
Painter,5,210,0.2958
Painter,5,211,0.2958
Painter,5,212,0.2958
Painter,5,213,0.2959
Painter,5,214,0.2959
Painter,5,215,0.2959
Painter,5,216,0.2959
Painter,5,217,0.296
Painter,5,218,0.296
Painter,5,219,0.2961
Painter,5,220,0.2961
Painter,5,221,0.2961
Painter,5,222,0.2962
Painter,5,223,0.2968
Painter,5,224,0.2967
Painter,5,225,0.2965
Painter,5,226,0.2965
Painter,5,227,0.2975
Painter,5,228,0.2981
Painter,5,229,0.2988
Painter,5,230,0.2987
Painter,5,231,0.2986
Painter,5,232,0.2997
Painter,5,233,0.3011
Painter,5,234,0.3018
Painter,5,235,0.3024
Painter,5,236,0.3034
Painter,5,237,0.3044
Painter,5,238,0.305
Painter,5,239,0.3052
Painter,5,240,0.306
Painter,5,241,0.3063
Painter,5,242,0.3065
Painter,5,243,0.3064
Painter,5,244,0.306
Painter,5,245,0.3055
Painter,5,246,0.3052
Painter,5,247,0.3049
Painter,5,248,0.3044
Painter,5,249,0.3043
Painter,5,250,0.3053
Painter,5,251,0.3058
Painter,5,252,0.3055
Painter,5,253,0.3052
Painter,5,254,0.3051
Painter,5,255,0.3052
Painter,5,256,0.305
Painter,5,257,0.3045
Painter,5,258,0.3044
Painter,5,259,0.3041
Painter,5,260,0.3041
Painter,5,261,0.3039
Painter,5,262,0.3038
Painter,5,263,0.3038
Painter,5,264,0.3038
Painter,5,265,0.3038
Painter,5,266,0.3034
Painter,5,267,0.3032
Painter,5,268,0.303
Painter,5,269,0.3029
Painter,5,270,0.3029
Painter,5,271,0.3031
Painter,5,272,0.3032
Painter,5,273,0.3032
Painter,5,274,0.303
Painter,5,275,0.3031
Painter,5,276,0.303
Painter,5,277,0.3031
Painter,5,278,0.3031
Painter,5,279,0.3031
Painter,5,280,0.3031
Painter,5,281,0.3031
Painter,5,282,0.3031
Painter,5,283,0.3031
Painter,5,284,0.3031
Painter,5,285,0.3032
Painter,5,286,0.3032
Painter,5,287,0.3033
Painter,5,288,0.3033
Painter,5,289,0.3034
Painter,5,290,0.3034
Painter,5,291,0.3034
Painter,5,292,0.3034
Painter,5,293,0.3034
Painter,5,294,0.3034
Painter,5,295,0.3033
Painter,5,296,0.3032
Painter,5,297,0.3033
Painter,5,298,0.3036
Painter,5,299,0.3035
Remy,5,0,0.3949
Remy,5,1,0.3959
Remy,5,2,0.396
Remy,5,3,0.3961
Remy,5,4,0.3962
Remy,5,5,0.3961
Remy,5,6,0.3959
Remy,5,7,0.3955
Remy,5,8,0.3957
Remy,5,9,0.3957
Remy,5,10,0.3942
Remy,5,11,0.3952
Remy,5,12,0.3945
Remy,5,13,0.3948
Remy,5,14,0.3951
Remy,5,15,0.3957
Remy,5,16,0.3962
Remy,5,17,0.3962
Remy,5,18,0.3962
Remy,5,19,0.3967
Remy,5,20,0.3971
Remy,5,21,0.3969
Remy,5,22,0.3968
Remy,5,23,0.3976
Remy,5,24,0.398
Remy,5,25,0.3979
Remy,5,26,0.3984
Remy,5,27,0.3985
Remy,5,28,0.3969
Remy,5,29,0.3976
Remy,5,30,0.3988
Remy,5,31,0.399
Remy,5,32,0.399
Remy,5,33,0.3987
Remy,5,34,0.3981
Remy,5,35,0.3979
Remy,5,36,0.3984
Remy,5,37,0.3978
Remy,5,38,0.3977
Remy,5,39,0.3978
Remy,5,40,0.3978
Remy,5,41,0.3991
Remy,5,42,0.3998
Remy,5,43,0.3996
Remy,5,44,0.3996
Remy,5,45,0.3992
Remy,5,46,0.3989
Remy,5,47,0.3994
Remy,5,48,0.3983
Remy,5,49,0.3982
Remy,5,50,0.3988
Remy,5,51,0.3995
Remy,5,52,0.4002
Remy,5,53,0.4
Remy,5,54,0.3993
Remy,5,55,0.3993
Remy,5,56,0.3998
Remy,5,57,0.3997
Remy,5,58,0.4
Remy,5,59,0.4
Remy,5,60,0.4002
Remy,5,61,0.4004
Remy,5,62,0.4002
Remy,5,63,0.4005
Remy,5,64,0.4004
Remy,5,65,0.4001
Remy,5,66,0.4001
Remy,5,67,0.4
Remy,5,68,0.4006
Remy,5,69,0.4003
Remy,5,70,0.4
Remy,5,71,0.3999
Remy,5,72,0.399
Remy,5,73,0.3991
Remy,5,74,0.3986
Remy,5,75,0.3982
Remy,5,76,0.3973
Remy,5,77,0.3969
Remy,5,78,0.3968
Remy,5,79,0.3965
Remy,5,80,0.3966
Remy,5,81,0.3967
Remy,5,82,0.3968
Remy,5,83,0.3965
Remy,5,84,0.3955
Remy,5,85,0.3948
Remy,5,86,0.3946
Remy,5,87,0.3945
Remy,5,88,0.3947
Remy,5,89,0.3946
Remy,5,90,0.395
Remy,5,91,0.3951
Remy,5,92,0.395
Remy,5,93,0.395
Remy,5,94,0.3954
Remy,5,95,0.3955
Remy,5,96,0.3953
Remy,5,97,0.3951
Remy,5,98,0.3951
Remy,5,99,0.3948
Remy,5,100,0.3949
Remy,5,101,0.3948
Remy,5,102,0.3949
Remy,5,103,0.3951
Remy,5,104,0.3957
Remy,5,105,0.3956
Remy,5,106,0.3953
Remy,5,107,0.3951
Remy,5,108,0.3949
Remy,5,109,0.3948
Remy,5,110,0.3952
Remy,5,111,0.3955
Remy,5,112,0.3957
Remy,5,113,0.3954
Remy,5,114,0.3953
Remy,5,115,0.3957
Remy,5,116,0.3958
Remy,5,117,0.3956
Remy,5,118,0.3952
Remy,5,119,0.3956
Remy,5,120,0.3952
Remy,5,121,0.3942
Remy,5,122,0.3942
Remy,5,123,0.3942
Remy,5,124,0.3948
Remy,5,125,0.3955
Remy,5,126,0.3971
